Village Name,Tab No,,,,,,,,,
Kommireddipalli,344,,,,,,,,,
Kommireddipalli,412,,,,,,,,,
Vamakuntla,414,,,,,,,,,
Vamakuntla,323,,,,,,,,,
Vamakuntla,324,,,,,,,,,
Vamakuntla,419,,,,,,,,,
Vamakuntla,327,,,,,,,,,
Vamakuntla,358,,,,,,,,,
Vamakuntla,342,,,,,,,,,
Vamakuntla,411,,,,,,,,,
Mustikuntla,343,,,,,,,,,
Mustikuntla,347,,,,,,,,,
Mustikuntla,415,,,,,,,,,
Mustikuntla,341,,,,,,,,,
Mustikuntla,334,,,,,,,,,
Mustikuntla,344,,,,,,,,,
Mustikuntla,412,,,,,,,,,
Rolupadi,322,,,,,,,,,
Rolupadi,326,,,,,,,,,
Rolupadi,346,,,,,,,,,
Rolupadi,329,,,,,,,,,
Rolupadi,339,,,,,,,,,
Rolupadi,331,,,,,,,,,
Rolupadi,337,,,,,,,,,
Rolupadi,40,,,,,,,,,
Kokilampadu,340,,,,,,,,,
Kokilampadu,332,,,,,,,,,
Kokilampadu,336,,,,,,,,,
Kokilampadu,335,,,,,,,,,
Kokilampadu,349,,,,,,,,,
Kokilampadu,328,,,,,,,,,
Kokilampadu,348,,,,,,,,,
Kokilampadu,417,,,,,,,,,
Laxmipuram,322,,,,,,,,,
Laxmipuram,326,,,,,,,,,
Laxmipuram,346,,,,,,,,,
Laxmipuram,329,,,,,,,,,
Laxmipuram,339,,,,,,,,,
Laxmipuram,331,,,,,,,,,
Laxmipuram,337,,,,,,,,,
Laxmipuram,40,,,,,,,,,
Mallela,340,,,,,,,,,
Mallela,332,,,,,,,,,
Mallela,336,,,,,,,,,
Mallela,335,,,,,,,,,
Mallela,349,,,,,,,,,
Mallela,328,,,,,,,,,
Mallela,348,,,,,,,,,
Mallela,417,,,,,,,,,
Kakarla,322,,,,,,,,,
Kakarla,326,,,,,,,,,
Kakarla,346,,,,,,,,,
Kakarla,329,,,,,,,,,
Kakarla,339,,,,,,,,,
Kakarla,331,,,,,,,,,
Kakarla,337,,,,,,,,,
Kakarla,40,,,,,,,,,
Anjaneyapuram,340,,,,,,,,,
Anjaneyapuram,332,,,,,,,,,
Anjaneyapuram,336,,,,,,,,,
Anjaneyapuram,335,,,,,,,,,
Anjaneyapuram,349,,,,,,,,,
Anjaneyapuram,328,,,,,,,,,
Anjaneyapuram,348,,,,,,,,,
Anjaneyapuram,417,,,,,,,,,
Chittela,340,,,,,,,,,
Chittela,332,,,,,,,,,
Chittela,336,,,,,,,,,
Chittela,335,,,,,,,,,
Chittela,349,,,,,,,,,
Chittela,328,,,,,,,,,
Chittela,348,,,,,,,,,
Chittela,417,,,,,,,,,
Munukulla,343,,,,,,,,,
Munukulla,347,,,,,,,,,
Munukulla,415,,,,,,,,,
Munukulla,341,,,,,,,,,
Munukulla,334,,,,,,,,,
Munukulla,344,,,,,,,,,
Munukulla,412,,,,,,,,,
Akkapalem,420,,,,,,,,,
Akkapalem,416,,,,,,,,,
Akkapalem,338,,,,,,,,,
Akkapalem,325,,,,,,,,,
Akkapalem,413,,,,,,,,,
Akkapalem,418,,,,,,,,,
Akkapalem,333,,,,,,,,,
Akkapalem,330,,,,,,,,,
Vavilala,414,,,,,,,,,
Vavilala,323,,,,,,,,,
Vavilala,324,,,,,,,,,
Vavilala,419,,,,,,,,,
Vavilala,327,,,,,,,,,
Vavilala,358,,,,,,,,,
Vavilala,342,,,,,,,,,
Vavilala,411,,,,,,,,,
Peddavaram,414,,,,,,,,,
Peddavaram,323,,,,,,,,,
Peddavaram,324,,,,,,,,,
Peddavaram,419,,,,,,,,,
Peddavaram,327,,,,,,,,,
Peddavaram,358,,,,,,,,,
Peddavaram,342,,,,,,,,,
Peddavaram,411,,,,,,,,,
Erramadu,414,,,,,,,,,
Erramadu,323,,,,,,,,,
Erramadu,324,,,,,,,,,
Erramadu,419,,,,,,,,,
Erramadu,327,,,,,,,,,
Erramadu,358,,,,,,,,,
Erramadu,342,,,,,,,,,
Erramadu,411,,,,,,,,,
UMMADADEVARAPALLI,449,,,,,,,,,
UMMADADEVARAPALLI,470,,,,,,,,,
UMMADADEVARAPALLI,443,,,,,,,,,
UMMADADEVARAPALLI,457,,,,,,,,,
UMMADADEVARAPALLI,461,,,,,,,,,
UMMADADEVARAPALLI,444,,,,,,,,,
UMMADADEVARAPALLI,20,,,,,,,,,
UMMADADEVARAPALLI,447,,,,,,,,,
NEMALI,449,,,,,,,,,
NEMALI,470,,,,,,,,,
NEMALI,443,,,,,,,,,
NEMALI,457,,,,,,,,,
NEMALI,461,,,,,,,,,
NEMALI,444,,,,,,,,,
NEMALI,20,,,,,,,,,
NEMALI,447,,,,,,,,,
KONIJARAL,463,,,,,,,,,
KONIJARAL,450,,,,,,,,,
KONIJARAL,469,,,,,,,,,
KONIJARAL,446,,,,,,,,,
KONIJARAL,456,,,,,,,,,
KONIJARAL,442,,,,,,,,,
KONIJARAL,468,,,,,,,,,
KONIJARAL,48,,,,,,,,,
KONIJARAL,448,,,,,,,,,
VUTUKURU,449,,,,,,,,,
VUTUKURU,470,,,,,,,,,
VUTUKURU,443,,,,,,,,,
VUTUKURU,457,,,,,,,,,
VUTUKURU,461,,,,,,,,,
VUTUKURU,444,,,,,,,,,
VUTUKURU,20,,,,,,,,,
VUTUKURU,447,,,,,,,,,
VUTUKURU,450,,,,,,,,,
VUTUKURU,469,,,,,,,,,
VUTUKURU,446,,,,,,,,,
VUTUKURU,456,,,,,,,,,
VUTUKURU,442,,,,,,,,,
VUTUKURU,468,,,,,,,,,
VUTUKURU,48,,,,,,,,,
VUTUKURU,448,,,,,,,,,
VUTUKURU,25,,,,,,,,,
VUTUKURU,28,,,,,,,,,
VUTUKURU,465,,,,,,,,,
VUTUKURU,44,,,,,,,,,
VUTUKURU,38,,,,,,,,,
VUTUKURU,451,,,,,,,,,
VUTUKURU,467,,,,,,,,,
VUTUKURU,56,,,,,,,,,
VUTUKURU,464,,,,,,,,,
VUTUKURU,462,,,,,,,,,
VUTUKURU,455,,,,,,,,,
VUTUKURU,463,,,,,,,,,
VUTUKURU,452,,,,,,,,,
VUTUKURU,46,,,,,,,,,
VUTUKURU,454,,,,,,,,,
VUTUKURU,459,,,,,,,,,
VUTUKURU,460,,,,,,,,,
VUTUKURU,453,,,,,,,,,
GADEVARIGUDEM,25,,,,,,,,,
GADEVARIGUDEM,28,,,,,,,,,
GADEVARIGUDEM,465,,,,,,,,,
GADEVARIGUDEM,44,,,,,,,,,
GADEVARIGUDEM,38,,,,,,,,,
GADEVARIGUDEM,445,,,,,,,,,
GADEVARIGUDEM,31,,,,,,,,,
GADEVARIGUDEM,466,,,,,,,,,
DUNDIRLAPADU,463,,,,,,,,,
DUNDIRLAPADU,450,,,,,,,,,
DUNDIRLAPADU,469,,,,,,,,,
DUNDIRLAPADU,446,,,,,,,,,
DUNDIRLAPADU,456,,,,,,,,,
DUNDIRLAPADU,442,,,,,,,,,
DUNDIRLAPADU,468,,,,,,,,,
DUNDIRLAPADU,48,,,,,,,,,
DUNDIRLAPADU,448,,,,,,,,,
TUNIKIPADU,25,,,,,,,,,
TUNIKIPADU,28,,,,,,,,,
TUNIKIPADU,465,,,,,,,,,
TUNIKIPADU,44,,,,,,,,,
TUNIKIPADU,38,,,,,,,,,
TUNIKIPADU,445,,,,,,,,,
TUNIKIPADU,31,,,,,,,,,
TUNIKIPADU,466,,,,,,,,,
RAJAVARAM,449,,,,,,,,,
RAJAVARAM,470,,,,,,,,,
RAJAVARAM,443,,,,,,,,,
RAJAVARAM,457,,,,,,,,,
RAJAVARAM,461,,,,,,,,,
RAJAVARAM,444,,,,,,,,,
RAJAVARAM,20,,,,,,,,,
RAJAVARAM,447,,,,,,,,,
PENUGOLANU,449,,,,,,,,,
PENUGOLANU,470,,,,,,,,,
PENUGOLANU,443,,,,,,,,,
PENUGOLANU,457,,,,,,,,,
PENUGOLANU,461,,,,,,,,,
PENUGOLANU,444,,,,,,,,,
PENUGOLANU,20,,,,,,,,,
PENUGOLANU,447,,,,,,,,,
PENUGOLANU,450,,,,,,,,,
PENUGOLANU,469,,,,,,,,,
PENUGOLANU,446,,,,,,,,,
PENUGOLANU,456,,,,,,,,,
PENUGOLANU,442,,,,,,,,,
PENUGOLANU,468,,,,,,,,,
PENUGOLANU,48,,,,,,,,,
PENUGOLANU,448,,,,,,,,,
PENUGOLANU,25,,,,,,,,,
PENUGOLANU,28,,,,,,,,,
PENUGOLANU,465,,,,,,,,,
PENUGOLANU,44,,,,,,,,,
PENUGOLANU,38,,,,,,,,,
PENUGOLANU,451,,,,,,,,,
PENUGOLANU,467,,,,,,,,,
PENUGOLANU,56,,,,,,,,,
PENUGOLANU,464,,,,,,,,,
PENUGOLANU,462,,,,,,,,,
PENUGOLANU,455,,,,,,,,,
PENUGOLANU,463,,,,,,,,,
PENUGOLANU,452,,,,,,,,,
PENUGOLANU,46,,,,,,,,,
PENUGOLANU,454,,,,,,,,,
PENUGOLANU,459,,,,,,,,,
PENUGOLANU,460,,,,,,,,,
PENUGOLANU,453,,,,,,,,,
GOSAVEEDU,450,,,,,,,,,
GOSAVEEDU,469,,,,,,,,,
GOSAVEEDU,446,,,,,,,,,
GOSAVEEDU,456,,,,,,,,,
GOSAVEEDU,442,,,,,,,,,
GOSAVEEDU,468,,,,,,,,,
GOSAVEEDU,48,,,,,,,,,
GOSAVEEDU,448,,,,,,,,,
PEDAKOMERA,449,,,,,,,,,
PEDAKOMERA,470,,,,,,,,,
PEDAKOMERA,443,,,,,,,,,
PEDAKOMERA,457,,,,,,,,,
PEDAKOMERA,461,,,,,,,,,
PEDAKOMERA,444,,,,,,,,,
PEDAKOMERA,20,,,,,,,,,
PEDAKOMERA,447,,,,,,,,,
MEDURU,450,,,,,,,,,
MEDURU,469,,,,,,,,,
MEDURU,446,,,,,,,,,
MEDURU,456,,,,,,,,,
MEDURU,442,,,,,,,,,
MEDURU,468,,,,,,,,,
MEDURU,48,,,,,,,,,
MEDURU,448,,,,,,,,,
SATYALAPADU,25,,,,,,,,,
SATYALAPADU,28,,,,,,,,,
SATYALAPADU,465,,,,,,,,,
SATYALAPADU,44,,,,,,,,,
SATYALAPADU,38,,,,,,,,,
SATYALAPADU,445,,,,,,,,,
SATYALAPADU,31,,,,,,,,,
SATYALAPADU,466,,,,,,,,,
CHINTALANARVA,25,,,,,,,,,
CHINTALANARVA,28,,,,,,,,,
CHINTALANARVA,465,,,,,,,,,
CHINTALANARVA,44,,,,,,,,,
CHINTALANARVA,38,,,,,,,,,
CHINTALANARVA,445,,,,,,,,,
CHINTALANARVA,31,,,,,,,,,
CHINTALANARVA,466,,,,,,,,,
ARLAPADU,458,,,,,,,,,
ARLAPADU,441,,,,,,,,,
ARLAPADU,26,,,,,,,,,
ARLAPADU,451,,,,,,,,,
ARLAPADU,467,,,,,,,,,
ARLAPADU,56,,,,,,,,,
ARLAPADU,464,,,,,,,,,
ARLAPADU,462,,,,,,,,,
GULLAPUDI,458,,,,,,,,,
GULLAPUDI,441,,,,,,,,,
GULLAPUDI,26,,,,,,,,,
GULLAPUDI,451,,,,,,,,,
GULLAPUDI,467,,,,,,,,,
GULLAPUDI,56,,,,,,,,,
GULLAPUDI,464,,,,,,,,,
GULLAPUDI,462,,,,,,,,,
LINGALA,458,,,,,,,,,
LINGALA,441,,,,,,,,,
LINGALA,26,,,,,,,,,
LINGALA,451,,,,,,,,,
LINGALA,467,,,,,,,,,
LINGALA,56,,,,,,,,,
LINGALA,464,,,,,,,,,
LINGALA,462,,,,,,,,,
SOBBALA,458,,,,,,,,,
SOBBALA,441,,,,,,,,,
SOBBALA,26,,,,,,,,,
SOBBALA,451,,,,,,,,,
SOBBALA,467,,,,,,,,,
SOBBALA,56,,,,,,,,,
SOBBALA,464,,,,,,,,,
SOBBALA,462,,,,,,,,,
GAMPALAGUDEM,455,,,,,,,,,
GAMPALAGUDEM,452,,,,,,,,,
GAMPALAGUDEM,46,,,,,,,,,
GAMPALAGUDEM,454,,,,,,,,,
GAMPALAGUDEM,459,,,,,,,,,
GAMPALAGUDEM,460,,,,,,,,,
GAMPALAGUDEM,453,,,,,,,,,
GAMPALAGUDEM,168,,,,,,,,,
GAMPALAGUDEM,219,,,,,,,,,
GAMPALAGUDEM,26,,,,,,,,,
KANUMURU,458,,,,,,,,,
KANUMURU,441,,,,,,,,,
KANUMURU,26,,,,,,,,,
KANUMURU,451,,,,,,,,,
KANUMURU,467,,,,,,,,,
KANUMURU,56,,,,,,,,,
KANUMURU,464,,,,,,,,,
KANUMURU,462,,,,,,,,,
KOTHAPALLI,455,,,,,,,,,
KOTHAPALLI,463,,,,,,,,,
KOTHAPALLI,452,,,,,,,,,
KOTHAPALLI,46,,,,,,,,,
KOTHAPALLI,454,,,,,,,,,
KOTHAPALLI,459,,,,,,,,,
KOTHAPALLI,460,,,,,,,,,
KOTHAPALLI,453,,,,,,,,,
AMMIREDDYGUDEM,449,,,,,,,,,
AMMIREDDYGUDEM,470,,,,,,,,,
AMMIREDDYGUDEM,443,,,,,,,,,
AMMIREDDYGUDEM,457,,,,,,,,,
AMMIREDDYGUDEM,461,,,,,,,,,
AMMIREDDYGUDEM,444,,,,,,,,,
AMMIREDDYGUDEM,20,,,,,,,,,
AMMIREDDYGUDEM,447,,,,,,,,,
VINAGADAPA,455,,,,,,,,,
VINAGADAPA,463,,,,,,,,,
VINAGADAPA,452,,,,,,,,,
VINAGADAPA,46,,,,,,,,,
VINAGADAPA,454,,,,,,,,,
VINAGADAPA,459,,,,,,,,,
VINAGADAPA,460,,,,,,,,,
VINAGADAPA,453,,,,,,,,,
VINAGADAPA,168,,,,,,,,,
VINAGADAPA,219,,,,,,,,,
ANUMULLANKA,455,,,,,,,,,
ANUMULLANKA,463,,,,,,,,,
ANUMULLANKA,452,,,,,,,,,
ANUMULLANKA,46,,,,,,,,,
ANUMULLANKA,454,,,,,,,,,
ANUMULLANKA,459,,,,,,,,,
ANUMULLANKA,460,,,,,,,,,
ANUMULLANKA,453,,,,,,,,,
kummarikuntla,409,,,,,,,,,
kummarikuntla,401,,,,,,,,,
kummarikuntla,397,,,,,,,,,
kummarikuntla,383,,,,,,,,,
kummarikuntla,385,,,,,,,,,
kummarikuntla,394,,,,,,,,,
Marepalli,393,,,,,,,,,
Marepalli,382,,,,,,,,,
Marepalli,399,,,,,,,,,
Marepalli,405,,,,,,,,,
Marepalli,388,,,,,,,,,
Marepalli,386,,,,,,,,,
Repudi thanda,391,,,,,,,,,
Repudi thanda,390,,,,,,,,,
Repudi thanda,392,,,,,,,,,
Repudi thanda,408,,,,,,,,,
Repudi thanda,410,,,,,,,,,
Repudi thanda,381,,,,,,,,,
Vallampatla,384,,,,,,,,,
Vallampatla,387,,,,,,,,,
Vallampatla,389,,,,,,,,,
Vallampatla,400,,,,,,,,,
Vallampatla,406,,,,,,,,,
Vallampatla,402,,,,,,,,,
Jeellakunta,395,,,,,,,,,
Jeellakunta,396,,,,,,,,,
Jeellakunta,398,,,,,,,,,
Jeellakunta,404,,,,,,,,,
Jeellakunta,407,,,,,,,,,
Jeellakunta,403,,,,,,,,,
Krishnaraopalem,394,,,,,,,,,
Krishnaraopalem,407,,,,,,,,,
Krishnaraopalem,397,,,,,,,,,
Krishnaraopalem,412,,,,,,,,,
Krishnaraopalem,402,,,,,,,,,
Krishnaraopalem,409,,,,,,,,,
Krishnaraopalem,403,,,,,,,,,
Repudi,392,,,,,,,,,
Repudi,410,,,,,,,,,
Repudi,381,,,,,,,,,
Repudi,408,,,,,,,,,
Repudi,390,,,,,,,,,
Repudi,391,,,,,,,,,
Koduru,395,,,,,,,,,
Koduru,401,,,,,,,,,
Koduru,398,,,,,,,,,
Koduru,384,,,,,,,,,
Koduru,387,,,,,,,,,
Koduru,385,,,,,,,,,
Polishettipadu,388,,,,,,,,,
Polishettipadu,405,,,,,,,,,
Polishettipadu,386,,,,,,,,,
Polishettipadu,393,,,,,,,,,
Polishettipadu,399,,,,,,,,,
Polishettipadu,382,,,,,,,,,
Gopalapuram,396,,,,,,,,,
Gopalapuram,389,,,,,,,,,
Gopalapuram,406,,,,,,,,,
Gopalapuram,400,,,,,,,,,
Gopalapuram,383,,,,,,,,,
Gopalapuram,404,,,,,,,,,
Cheemalapadu,396,,,,,,,,,
Cheemalapadu,389,,,,,,,,,
Cheemalapadu,406,,,,,,,,,
Cheemalapadu,400,,,,,,,,,
Cheemalapadu,383,,,,,,,,,
Cheemalapadu,404,,,,,,,,,
Cheemalapadu,39,,,,,,,,,
Khampampadu,388,,,,,,,,,
Khampampadu,405,,,,,,,,,
Khampampadu,386,,,,,,,,,
Khampampadu,393,,,,,,,,,
Khampampadu,399,,,,,,,,,
Khampampadu,382,,,,,,,,,
Khampampadu,142,,,,,,,,,
Khampampadu,238,,,,,,,,,
A. Konduru,395,,,,,,,,,
A. Konduru,401,,,,,,,,,
A. Konduru,398,,,,,,,,,
A. Konduru,384,,,,,,,,,
A. Konduru,387,,,,,,,,,
A. Konduru,385,,,,,,,,,
A. Konduru,389,,,,,,,,,
A. Konduru,400,,,,,,,,,
A. Konduru,406,,,,,,,,,
A. Konduru,396,,,,,,,,,
Ramachandrapuram,394,,,,,,,,,
Ramachandrapuram,407,,,,,,,,,
Ramachandrapuram,397,,,,,,,,,
Ramachandrapuram,402,,,,,,,,,
Ramachandrapuram,409,,,,,,,,,
Ramachandrapuram,403,,,,,,,,,
Madhavaram,392,,,,,,,,,
Madhavaram,410,,,,,,,,,
Madhavaram,381,,,,,,,,,
Madhavaram,408,,,,,,,,,
Madhavaram,391,,,,,,,,,
Madhavaram,390,,,,,,,,,
Thurlapadu,1,,,,,,,,,
Thurlapadu,4,,,,,,,,,
Thurlapadu,240,,,,,,,,,
Thurlapadu,248,,,,,,,,,
Thurlapadu,429,,,,,,,,,
Thurlapadu,232,,,,,,,,,
Thurlapadu,146,,,,,,,,,
Thurlapadu,23,,,,,,,,,
Konayapalem,5,,,,,,,,,
Konayapalem,162,,,,,,,,,
Konayapalem,163,,,,,,,,,
Konayapalem,221,,,,,,,,,
Konayapalem,229,,,,,,,,,
Konayapalem,234,,,,,,,,,
Konayapalem,300,,,,,,,,,
Konayapalem,301,,,,,,,,,
Konayapalem,303,,,,,,,,,
Konayapalem,311,,,,,,,,,
Konayapalem,315,,,,,,,,,
Konayapalem,169,,,,,,,,,
Konayapalem,426,,,,,,,,,
Konayapalem,158,,,,,,,,,
Muppalla,254,,,,,,,,,
Muppalla,235,,,,,,,,,
Muppalla,236,,,,,,,,,
Muppalla,149,,,,,,,,,
Muppalla,251,,,,,,,,,
Muppalla,216,,,,,,,,,
Muppalla,152,,,,,,,,,
Muppalla,3,,,,,,,,,
Muppalla,145,,,,,,,,,
Muppalla,138,,,,,,,,,
Muppalla,143,,,,,,,,,
Muppalla,170,,,,,,,,,
Veerullapadu,428,,,,,,,,,
Veerullapadu,440,,,,,,,,,
Veerullapadu,159,,,,,,,,,
Veerullapadu,21,,,,,,,,,
Veerullapadu,29,,,,,,,,,
Veerullapadu,37,,,,,,,,,
Jujjuru,39,,,,,,,,,
Jujjuru,144,,,,,,,,,
Jujjuru,50,,,,,,,,,
Jujjuru,432,,,,,,,,,
Jujjuru,41,,,,,,,,,
Jujjuru,440,,,,,,,,,
Jayanthi,22,,,,,,,,,
Jayanthi,47,,,,,,,,,
Jayanthi,109,,,,,,,,,
Jayanthi,110,,,,,,,,,
Jayanthi,151,,,,,,,,,
Jayanthi,150,,,,,,,,,
Jayanthi,159,,,,,,,,,
Jayanthi,146,,,,,,,,,
Kanchela,291,,,,,,,,,
Kanchela,295,,,,,,,,,
Kanchela,297,,,,,,,,,
Kanchela,298,,,,,,,,,
Kanchela,304,,,,,,,,,
Kanchela,307,,,,,,,,,
Kanchela,107,,,,,,,,,
Peddavaram,320,,,,,,,,,
Peddavaram,308,,,,,,,,,
Peddavaram,312,,,,,,,,,
Peddavaram,318,,,,,,,,,
Peddavaram,305,,,,,,,,,
Peddavaram,314,,,,,,,,,
G.kondur,172,,,,,,,,,
G.kondur,176,,,,,,,,,
G.kondur,173,,,,,,,,,
G.kondur,175,,,,,,,,,
G.kondur,174,,,,,,,,,
G.kondur,178,,,,,,,,,
G.kondur,177,,,,,,,,,
G.kondur,195,,,,,,,,,
G.kondur,196,,,,,,,,,
G.kondur,197,,,,,,,,,
G.kondur,198,,,,,,,,,
G.kondur,199,,,,,,,,,
G.kondur,179,,,,,,,,,
G.kondur,180,,,,,,,,,
G.kondur,182,,,,,,,,,
G.kondur,188,,,,,,,,,
G.kondur,189,,,,,,,,,
G.kondur,191,,,,,,,,,
G.kondur,190,,,,,,,,,
G.kondur,171,,,,,,,,,
G.kondur,193,,,,,,,,,
G.kondur,187,,,,,,,,,
Velagaleru,184,,,,,,,,,
Velagaleru,185,,,,,,,,,
Velagaleru,186,,,,,,,,,
Velagaleru,192,,,,,,,,,
Velagaleru,194,,,,,,,,,
Velagaleru,183,,,,,,,,,
Velagaleru,181,,,,,,,,,
Peddapuram,150,,,,,,,,,
Peddapuram,29,,,,,,,,,
Peddapuram,432,,,,,,,,,
Peddapuram,110,,,,,,,,,
Peddapuram,159,,,,,,,,,
Peddapuram,206,,,,,,,,,
Peddapuram,305,,,,,,,,,
Peddapuram,47,,,,,,,,,
Peddapuram,144,,,,,,,,,
Peddapuram,39,,,,,,,,,
Peddapuram,37,,,,,,,,,
Peddapuram,41,,,,,,,,,
Peddapuram,151,,,,,,,,,
Peddapuram,428,,,,,,,,,
Peddapuram,308,,,,,,,,,
Peddapuram,440,,,,,,,,,
